customer_id,Car_id,Purchase_Date,Customer_Name,Customer_Gender,Customer_Country,Customer_City,Customer_Age,Customer_Annual_Income,Company,Body_Style_Model,Engine,Transmission,Color,year_of_model,Price
1719,HUN-MID-822,02/02/2021,Fatima El-Youssoufi,FEMALE,Tunisia,Kairouan,39,381653,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1720,HUN-MID-827,02/02/2021,Mariam Al-Nuaimi,FEMALE,Algeria,Batna,38,240048,hyundai,SUV KONA,Overhead Camshaft,Auto,Red,2021,28500
1721,HUN-MID-821,02/02/2021,Nadia Al-Bouzid,FEMALE,Tunisia,Sousse,55,180091,hyundai,SEDAN i20,Overhead Camshaft,Auto,Black,2021,25800
1722,HUN-MID-822,02/02/2021,Hicham El-Amrani,MALE,Kuwait,Al Ahmadi,44,277622,hyundai,SEDAN i30,Overhead Camshaft,Auto,Grey,2021,26000
1723,HUN-MID-825,06/02/2021,Jassim Al-Kuwari,MALE,United Arab Emirates,Sharjah,45,421137,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Red,2021,23250
1724,HUN-MID-824,06/02/2021,Mehdi El-Kebir,MALE,Saudi Arabia,Mecca,47,110554,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Blue,2021,64300
1725,HUN-MID-826,06/02/2021,Hessa Al-Mansoori,FEMALE,Algeria,Algiers,41,204443,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,White,2021,14300
1726,HUN-MID-823,06/02/2021,Abdulrahman Al-Shehri,MALE,Bahrain,Riffa,43,313318,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,White,2021,27500
1727,HUN-MID-820,06/02/2021,Salwa Al-Lawati,FEMALE,Tunisia,Sfax,35,257040,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1728,HUN-MID-826,06/02/2021,Khawla Al-Hinai,FEMALE,Qatar,Al Rayyan,36,391275,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Blue,2021,14300
1729,HUN-MID-822,06/02/2021,Fatima Al-Mansouri,FEMALE,Qatar,Al Rayyan,37,100224,hyundai,SEDAN i30,Overhead Camshaft,Auto,Black,2021,26000
1730,HUN-MID-824,06/02/2021,Rachid Bouzid,MALE,Tunisia,Sfax,51,410278,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Blue,2021,64300
1731,HUN-MID-826,06/02/2021,Amina Al-Shehhi,FEMALE,Kuwait,Kuwait City,38,172656,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Grey,2021,14300
1732,HUN-MID-826,06/02/2021,Said Al-Busaidi,MALE,Saudi Arabia,Jubail,42,428940,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,White,2021,14300
1733,HUN-MID-821,06/02/2021,Bader Al-Sabah,MALE,Morocco,Rabat,39,350744,hyundai,SEDAN i20,Overhead Camshaft,Auto,Blue,2021,25800
1734,HUN-MID-823,06/02/2021,Hassan El-Bouazzaoui,MALE,Algeria,Algiers,47,218008,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,White,2021,27500
1735,HUN-MID-824,06/02/2021,Sultan Al-Harbi,MALE,Bahrain,Muharraq,44,254484,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Grey,2021,64300
1736,HUN-MID-827,07/02/2021,Hala Ahmed,FEMALE,Egypt,Giza,32,382268,hyundai,SUV KONA,Overhead Camshaft,Auto,Black,2021,28500
1737,HUN-MID-826,07/02/2021,Nadia Bouzid,FEMALE,Oman,Muscat,55,393467,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1738,HUN-MID-821,07/02/2021,Omar Al-Tamimi,MALE,Saudi Arabia,Dammam,39,300604,hyundai,SEDAN i20,Overhead Camshaft,Auto,Red,2021,25800
1739,HUN-MID-824,07/02/2021,Mariam Al-Nuaimi,FEMALE,Tunisia,Kairouan,38,430746,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Grey,2021,64300
1740,HUN-MID-822,07/02/2021,Yacine Bensalem,MALE,Oman,Sur,54,332121,hyundai,SEDAN i30,Overhead Camshaft,Auto,Grey,2021,26000
1741,HUN-MID-828,07/02/2021,Khalid Al-Fadhli,MALE,Algeria,Algiers,47,483062,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Red,2021,65200
1742,HUN-MID-820,07/02/2021,Salem Al-Qahtani,MALE,Bahrain,Manama,43,138158,hyundai,SEDAN i10,Overhead Camshaft,Auto,White,2021,23900
1743,HUN-MID-823,07/02/2021,Samir Al-Kurdi,MALE,Jordan,Amman,40,91709,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,White,2021,27500
1744,HUN-MID-826,07/02/2021,Saud Al-Qahtani,MALE,Kuwait,Al Ahmadi,42,272864,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1745,HUN-MID-822,07/02/2021,Omar Al-Hadidi,MALE,Morocco,Agadir,39,342775,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1746,HUN-MID-820,09/02/2021,Youssef El-Alaoui,MALE,Morocco,Tangier,55,90632,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1747,HUN-MID-827,09/02/2021,Abdulaziz Al-Qahtani,MALE,Saudi Arabia,Riyadh,37,335606,hyundai,SUV KONA,Overhead Camshaft,Auto,Red,2021,28500
1748,HUN-MID-823,09/02/2021,Amani Al-Qahtani,FEMALE,Saudi Arabia,Riyadh,43,133753,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Black,2021,27500
1749,HUN-MID-828,09/02/2021,Nasser Al-Harbi,MALE,Saudi Arabia,Jeddah,50,378734,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Blue,2021,65200
1750,HUN-MID-825,10/02/2021,Youssef El-Mahdi,MALE,Qatar,Al Rayyan,47,427634,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Grey,2021,23250
1751,HUN-MID-820,10/02/2021,Leila El-Khayat,FEMALE,Kuwait,Al Ahmadi,47,358411,hyundai,SEDAN i10,Overhead Camshaft,Auto,White,2021,23900
1752,HUN-MID-828,11/02/2021,Zinedine Ben Ahmed,MALE,Tunisia,Sousse,54,233380,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Black,2021,65200
1753,HUN-MID-825,11/02/2021,Hamed Al-Lawati,MALE,Jordan,Karak,37,254266,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,White,2021,23250
1754,HUN-MID-821,11/02/2021,Majid Al-Khalili,MALE,Saudi Arabia,Jeddah,43,193744,hyundai,SEDAN i20,Overhead Camshaft,Auto,White,2021,25800
1755,HUN-MID-827,12/02/2021,Amr Farouk,MALE,Egypt,Dakahlia,50,137264,hyundai,SUV KONA,Overhead Camshaft,Auto,White,2021,28500
1756,HUN-MID-822,15/02/2021,Hossam El-Din,MALE,Egypt,Giza,54,443768,hyundai,SEDAN i30,Overhead Camshaft,Auto,White,2021,26000
1757,HUN-MID-826,20/02/2021,Nadia Benmoussa,FEMALE,United Arab Emirates,Abu Dhabi,55,74401,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Grey,2021,14300
1758,HUN-MID-829,20/02/2021,Samira Benali,FEMALE,Algeria,Constantine,40,393000,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1759,HUN-MID-827,20/02/2021,Amina Al-Shehhi,FEMALE,Oman,Salalah,38,89099,hyundai,SUV KONA,,Auto,Red,2021,28500
1760,HUN-MID-820,20/02/2021,Latifa Al-Shamsi,FEMALE,United Arab Emirates,Sharjah,36,376011,hyundai,SEDAN i10,Overhead Camshaft,Auto,Red,2021,23900
1761,HUN-MID-828,20/02/2021,Saud Al-Qahtani,MALE,Kuwait,Al Jahra,42,123377,hyundai,SUV TUCSON,Overhead Camshaft,Auto,White,2021,65200
1762,HUN-MID-826,21/02/2021,Khalid Al-Harbi,MALE,Algeria,Oran,49,120964,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1763,HUN-MID-826,21/02/2021,Hassan El-Haddadi,MALE,Bahrain,Manama,41,258088,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Blue,2021,14300
1764,HUN-MID-825,21/02/2021,Sara Al-Rashid,FEMALE,United Arab Emirates,Ajman,48,430500,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Black,2021,23250
1765,HUN-MID-823,21/02/2021,Sara Al-Rashid,FEMALE,Tunisia,Sousse,37,169645,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Blue,2021,27500
1766,HUN-MID-820,23/02/2021,Bader Al-Sabah,MALE,Saudi Arabia,Riyadh,48,286394,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1767,HUN-MID-827,23/02/2021,Karim Benyahia,MALE,Morocco,Agadir,54,246649,hyundai,SUV KONA,Overhead Camshaft,Auto,Black,2021,28500
1768,HUN-MID-829,23/02/2021,Noor Al-Suwaidi,FEMALE,Morocco,Marrakesh,37,235609,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1769,HUN-MID-820,23/02/2021,Khadija Al-Mazmi,FEMALE,United Arab Emirates,Ras Al Khaimah,35,193717,hyundai,SEDAN i10,Overhead Camshaft,Auto,White,2021,23900
1770,HUN-MID-822,23/02/2021,Abdulrahman Al-Shehri,MALE,Tunisia,Tunis,43,385479,hyundai,SEDAN i30,Overhead Camshaft,Auto,Black,2021,26000
1771,HUN-MID-829,28/02/2021,Dalia Kamel,FEMALE,Egypt,Port Said,32,317323,hyundai,SUV CRETA,Overhead Camshaft,Auto,Grey,2021,48250
1772,HUN-MID-828,09/03/2021,Amr Shalaby,MALE,Egypt,Port Said,55,413266,hyundai,SUV TUCSON,Overhead Camshaft,Auto,White,2021,65200
1773,HUN-MID-826,10/03/2021,Salem Al-Nahyan,MALE,Kuwait,Al Jahra,46,433617,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Grey,2021,14300
1774,HUN-MID-824,10/03/2021,Karim Ben Kacem,MALE,Oman,Salalah,46,371815,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Red,2021,64300
1775,HUN-MID-825,10/03/2021,Noura Al-Rashid,FEMALE,United Arab Emirates,Dubai,41,125210,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Blue,2021,23250
1776,HUN-MID-825,10/03/2021,Amani Al-Dosari,FEMALE,United Arab Emirates,Abu Dhabi,50,84414,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Grey,2021,23250
1777,HUN-MID-826,15/03/2021,Ahmed Al-Shehri,MALE,Oman,Salalah,42,181928,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Grey,2021,14300
1778,HUN-MID-828,15/03/2021,Fatima Al-Mansouri,FEMALE,Bahrain,Manama,37,255476,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Grey,2021,65200
1779,HUN-MID-820,15/03/2021,Khalid Al-Fadhli,MALE,United Arab Emirates,Dubai,47,148430,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1780,HUN-MID-820,15/03/2021,Karim Benyahia,MALE,United Arab Emirates,Dubai,54,206450,hyundai,SEDAN i10,Overhead Camshaft,Auto,Red,2021,23900
1781,HUN-MID-827,15/03/2021,Abdulrahman Al-Thani,MALE,Saudi Arabia,Medina,45,173853,hyundai,SUV KONA,Overhead Camshaft,Auto,Red,2021,28500
1782,HUN-MID-826,15/03/2021,Zaid Al-Rawashdeh,MALE,United Arab Emirates,Dubai,50,129472,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,White,2021,14300
1783,HUN-MID-820,16/03/2021,Adel Kamal,MALE,Egypt,Qena,51,410348,hyundai,SEDAN i10,Overhead Camshaft,Auto,Red,2021,23900
1784,HUN-MID-827,22/03/2021,Latifa Al-Thani,FEMALE,Jordan,Zarqa,49,433922,hyundai,SUV KONA,Overhead Camshaft,Auto,White,2021,28500
1785,HUN-MID-823,22/03/2021,Muna Al-Lawati,FEMALE,Tunisia,Tunis,41,67722,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Grey,2021,27500
1786,HUN-MID-829,22/03/2021,Talal Al-Sabah,MALE,Saudi Arabia,Jeddah,46,262898,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1787,HUN-MID-822,23/03/2021,Dina Mostafa,FEMALE,Egypt,Cairo,37,84594,hyundai,SEDAN i30,Overhead Camshaft,Auto,Red,2021,26000
1788,HUN-MID-823,24/03/2021,Haya Al-Mutairi,FEMALE,Saudi Arabia,Jeddah,39,106312,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Black,2021,27500
1789,HUN-MID-826,24/03/2021,Jassim Al-Misnad,MALE,Saudi Arabia,Jeddah,53,248932,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Grey,2021,14300
1790,HUN-MID-823,24/03/2021,Khalid Al-Qahtani,MALE,Kuwait,Kuwait City,41,357762,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,White,2021,27500
1791,HUN-MID-828,25/03/2021,Hassan Gabr,MALE,Egypt,Alexandria,43,311283,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Blue,2021,65200
1792,HUN-MID-822,27/03/2021,Walid Mohamed,MALE,Egypt,Sharkia,39,377964,hyundai,SEDAN i30,Overhead Camshaft,Auto,Red,2021,26000
1793,HUN-MID-826,28/03/2021,Fathy Omar,MALE,Egypt,Sharkia,34,151840,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,White,2021,14300
1794,HUN-MID-821,28/03/2021,Mohammed Al-Dhaheri,MALE,United Arab Emirates,Sharjah,51,154875,hyundai,SEDAN i20,Overhead Camshaft,Auto,Grey,2021,25800
1795,HUN-MID-821,28/03/2021,Jassim Al-Mohannadi,MALE,Algeria,Oran,35,414250,hyundai,SEDAN i20,Overhead Camshaft,Auto,Red,2021,25800
1796,HUN-MID-827,28/03/2021,Mubarak Al-Harbi,MALE,Saudi Arabia,Riyadh,41,320042,hyundai,SUV KONA,Overhead Camshaft,Auto,Grey,2021,28500
1797,HUN-MID-822,29/03/2021,Salem Al-Falasi,MALE,Tunisia,Sousse,40,361981,hyundai,SEDAN i30,Overhead Camshaft,Auto,Black,2021,26000
1798,HUN-MID-827,29/03/2021,Ibrahim Al-Hussein,MALE,United Arab Emirates,Abu Dhabi,38,80080,hyundai,SUV KONA,Overhead Camshaft,Auto,Black,2021,28500
1799,HUN-MID-828,29/03/2021,Mubarak Al-Mutairi,MALE,Tunisia,Tunis,36,65539,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Red,2021,65200
1800,HUN-MID-827,03/04/2021,Hamad Al-Thani,MALE,Saudi Arabia,Dammam,44,352739,hyundai,SUV KONA,Overhead Camshaft,Auto,Grey,2021,28500
1801,HUN-MID-829,03/04/2021,Haya Al-Harbi,FEMALE,Oman,Muscat,49,429621,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1802,HUN-MID-820,03/04/2021,Reda El-Bouazzaoui,MALE,Jordan,Amman,35,385698,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1803,HUN-MID-826,03/04/2021,Abdulaziz Al-Qahtani,MALE,Kuwait,Kuwait City,46,105658,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Blue,2021,14300
1804,HUN-MID-828,04/04/2021,Ahmed Soliman,MALE,Egypt,Giza,55,285538,hyundai,SUV TUCSON,Overhead Camshaft,Auto,White,2021,65200
1805,HUN-MID-823,05/04/2021,Talal Al-Kandari,MALE,Jordan,Amman,37,73073,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Grey,2021,27500
1806,HUN-MID-821,05/04/2021,Maryam Al-Mazrouei,FEMALE,Morocco,Agadir,46,478745,hyundai,SEDAN i20,Overhead Camshaft,Auto,Blue,2021,25800
1807,HUN-MID-828,05/04/2021,Sultan Al-Qahtani,MALE,Saudi Arabia,Medina,42,402389,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Black,2021,65200
1808,HUN-MID-827,06/04/2021,Mohammed Al-Fayez,MALE,Jordan,Karak,37,192515,hyundai,SUV KONA,Overhead Camshaft,Auto,Red,2021,28500
1809,HUN-MID-822,06/04/2021,Lamia Ben Ali,FEMALE,Kuwait,Kuwait City,40,168108,hyundai,SEDAN i30,Overhead Camshaft,Auto,Black,2021,26000
1810,HUN-MID-829,06/04/2021,Sultan Al-Rashid,MALE,Saudi Arabia,Riyadh,35,180930,hyundai,SUV CRETA,Overhead Camshaft,Auto,Red,2021,48250
1811,HUN-MID-821,06/04/2021,Abdulaziz Al-Rashid,MALE,Bahrain,Manama,48,331077,hyundai,SEDAN i20,Overhead Camshaft,Auto,Blue,2021,25800
1812,HUN-MID-828,11/04/2021,Ehab Ramadan,MALE,Egypt,Dakahlia,54,112999,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Grey,2021,65200
1813,HUN-MID-829,13/04/2021,Fawzi Soliman,MALE,Egypt,Giza,32,331077,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1814,HUN-MID-827,15/04/2021,Muna Al-Busaidi,FEMALE,Oman,Muscat,38,368736,hyundai,SUV KONA,Overhead Camshaft,Auto,Black,2021,28500
1815,HUN-MID-822,15/04/2021,Salem Al-Maktoum,MALE,Tunisia,Sousse,49,336516,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1816,HUN-MID-823,15/04/2021,Nasser Al-Dosari,MALE,Oman,Nizwa,37,191097,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Red,2021,27500
1817,HUN-MID-827,16/04/2021,Abdelkader Ben Ahmed,MALE,Kuwait,Al Ahmadi,38,172337,hyundai,SUV KONA,Overhead Camshaft,Auto,Black,2021,28500
1818,HUN-MID-821,16/04/2021,Bader Al-Mutairi,MALE,Tunisia,Sousse,44,331371,hyundai,SEDAN i20,Overhead Camshaft,Auto,Grey,2021,25800
1819,HUN-MID-828,16/04/2021,Abdelilah El-Bouazzaoui,MALE,Tunisia,Gabes,53,171310,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Blue,2021,65200
1820,HUN-MID-824,19/04/2021,Adel Abdelrahman,MALE,Egypt,Cairo,45,172851,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Grey,2021,64300
1821,HUN-MID-826,21/04/2021,Majid Al-Busaidi,MALE,Bahrain,Riffa,41,471159,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Blue,2021,14300
1822,HUN-MID-826,21/04/2021,Jassim Al-Binali,MALE,Tunisia,Sfax,40,447588,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1823,HUN-MID-823,21/04/2021,Lulwa Al-Ajmi,FEMALE,Morocco,Rabat,43,78008,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Red,2021,27500
1824,HUN-MID-828,21/04/2021,Khalid Al-Qahtani,MALE,Qatar,Al Rayyan,38,426652,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Grey,2021,65200
1825,HUN-MID-823,29/04/2021,Karim Benyahia,MALE,Tunisia,Tunis,54,484622,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Blue,2021,27500
1826,HUN-MID-825,29/04/2021,Salma Al-Zadjali,FEMALE,Bahrain,Manama,36,277615,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,White,2021,23250
1827,HUN-MID-823,29/04/2021,Sami Al-Hussein,MALE,Saudi Arabia,Riyadh,40,200915,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Grey,2021,27500
1828,HUN-MID-820,29/04/2021,Hicham El-Amrani,MALE,Qatar,Al Rayyan,44,173601,hyundai,SEDAN i10,Overhead Camshaft,Auto,Blue,2021,23900
1829,HUN-MID-828,29/04/2021,Hamad Al-Azmi,MALE,Kuwait,Hawalli,46,131621,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Grey,2021,65200
1830,HUN-MID-828,29/04/2021,Omar Al-Hadidi,MALE,Algeria,Annaba,39,258931,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Red,2021,65200
1831,HUN-MID-824,29/04/2021,Abdulrahman Al-Thani,MALE,Bahrain,Manama,45,67279,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Red,2021,64300
1832,HUN-MID-829,29/04/2021,Fahad Al-Obaidly,MALE,United Arab Emirates,Ajman,49,254917,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1833,HUN-MID-829,29/04/2021,Zaid Al-Rawashdeh,MALE,Tunisia,Bizerte,50,474520,hyundai,SUV CRETA,Overhead Camshaft,Auto,Grey,2021,48250
1834,HUN-MID-825,30/04/2021,Turki Al-Otaibi,MALE,Morocco,Marrakesh,43,191907,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,White,2021,23250
1835,HUN-MID-820,30/04/2021,Mariam Al-Nuaimi,FEMALE,Tunisia,Tunis,38,379843,hyundai,SEDAN i10,Overhead Camshaft,Auto,Blue,2021,23900
1836,HUN-MID-821,30/04/2021,Mohammad Al-Khatib,MALE,Saudi Arabia,Jeddah,50,268650,hyundai,SEDAN i20,Overhead Camshaft,Auto,Grey,2021,25800
1837,HUN-MID-829,30/04/2021,Hassan Al-Emadi,MALE,Morocco,Marrakesh,45,467286,hyundai,SUV CRETA,Overhead Camshaft,Auto,Red,2021,48250
1838,HUN-MID-829,30/04/2021,Amina Al-Shehhi,FEMALE,Morocco,Agadir,38,396856,hyundai,SUV CRETA,Overhead Camshaft,Auto,White,2021,48250
1839,HUN-MID-827,30/04/2021,Karim Benyahia,MALE,Bahrain,Muharraq,54,340096,hyundai,SUV KONA,Overhead Camshaft,Auto,Blue,2021,28500
1840,HUN-MID-824,30/04/2021,Leila Al-Mansouri,FEMALE,Saudi Arabia,Dammam,42,209827,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Blue,2021,64300
1841,HUN-MID-823,30/04/2021,Amine Al-Belhadj,MALE,Jordan,Amman,40,298401,hyundai,SEDAN ELANTRA,Overhead Camshaft,Auto,Red,2021,27500
1842,HUN-MID-822,30/04/2021,Rachid El-Mokhtar,MALE,Saudi Arabia,Riyadh,44,110758,hyundai,SEDAN i30,Overhead Camshaft,Auto,Red,2021,26000
1843,HUN-MID-825,04/05/2021,Salem Al-Mazrouei,MALE,Bahrain,Manama,40,462785,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Blue,2021,23250
1844,HUN-MID-825,04/05/2021,Bader Al-Mutairi,MALE,United Arab Emirates,Ajman,44,73369,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Grey,2021,23250
1845,HUN-MID-824,04/05/2021,Maha Al-Qahtani,FEMALE,Qatar,Al Rayyan,52,415873,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,White,2021,64300
1846,HUN-MID-828,09/05/2021,Abdelilah El-Haddadi,MALE,Bahrain,Isa Town,51,131318,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Blue,2021,65200
1847,HUN-MID-824,09/05/2021,Salem Al-Falasi,MALE,United Arab Emirates,Ajman,40,227247,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Black,2021,64300
1848,HUN-MID-821,12/05/2021,Sultan Al-Qahtani,MALE,Saudi Arabia,Jeddah,42,339967,hyundai,SEDAN i20,Overhead Camshaft,Auto,Red,2021,25800
1849,HUN-MID-822,12/05/2021,Reda El-Bouazzaoui,MALE,Saudi Arabia,Jeddah,35,439774,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1850,HUN-MID-828,12/05/2021,Sara Al-Qahtani,FEMALE,Kuwait,Kuwait City,41,325472,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Red,2021,65200
1851,HUN-MID-826,15/05/2021,Khalid Al-Rashid,MALE,Algeria,Constantine,51,138293,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1852,HUN-MID-826,15/05/2021,Othman El-Alaoui,MALE,Algeria,Oran,49,411180,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Black,2021,14300
1853,HUN-MID-820,15/05/2021,Nasser Al-Faisal,MALE,Algeria,Algiers,49,274999,hyundai,SEDAN i10,Overhead Camshaft,Auto,Black,2021,23900
1854,HUN-MID-827,15/05/2021,Khalid Al-Faisal,MALE,Oman,Salalah,36,467053,hyundai,SUV KONA,Overhead Camshaft,Auto,Red,2021,28500
1855,HUN-MID-820,15/05/2021,Sultan Al-Harbi,MALE,Qatar,Al Khor,35,89886,hyundai,SEDAN i10,Overhead Camshaft,Auto,White,2021,23900
1856,HUN-MID-822,21/05/2021,Faten Soliman,FEMALE,Egypt,Dakahlia,35,379073,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1857,HUN-MID-827,22/05/2021,Majed Al-Sulaiti,MALE,United Arab Emirates,Dubai,45,351264,hyundai,SUV KONA,Overhead Camshaft,Auto,Grey,2021,28500
1858,HUN-MID-825,22/05/2021,Amina Al-Shehhi,FEMALE,Oman,Salalah,38,87669,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Black,2021,23250
1859,HUN-MID-820,22/05/2021,Noor Al-Suwaidi,FEMALE,Algeria,Oran,37,151220,hyundai,SEDAN i10,Overhead Camshaft,Auto,Red,2021,23900
1860,HUN-MID-825,22/05/2021,Faisal Al-Dosari,MALE,Kuwait,Kuwait City,44,317294,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Black,2021,23250
1861,HUN-MID-825,22/05/2021,Ali Al-Habsi,MALE,Oman,Salalah,53,218560,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Black,2021,23250
1862,HUN-MID-825,22/05/2021,Yacine Bensalem,MALE,Jordan,Amman,54,335065,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Red,2021,23250
1863,HUN-MID-824,22/05/2021,Youssef Al-Karim,MALE,Saudi Arabia,Jeddah,47,160713,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Blue,2021,64300
1864,HUN-MID-829,22/05/2021,Zineb El-Haddad,FEMALE,United Arab Emirates,Dubai,39,272428,hyundai,SUV CRETA,Overhead Camshaft,Auto,Red,2021,48250
1865,HUN-MID-826,22/05/2021,Hana Al-Dhaheri,FEMALE,Kuwait,Hawalli,41,441762,hyundai,SEDAN ACCENT,Overhead Camshaft,Auto,Red,2021,14300
1866,HUN-MID-828,24/05/2021,Samir Al-Kurdi,MALE,Algeria,Algiers,40,462672,hyundai,SUV TUCSON,Overhead Camshaft,Auto,Red,2021,65200
1867,HUN-MID-821,24/05/2021,Mohammad Al-Khatib,MALE,Qatar,Dukhan,50,260843,hyundai,SEDAN i20,Overhead Camshaft,Auto,Blue,2021,25800
1868,HUN-MID-822,24/05/2021,Salwa Al-Lawati,FEMALE,Qatar,Al Rayyan,35,272746,hyundai,SEDAN i30,Overhead Camshaft,Auto,Blue,2021,26000
1869,HUN-MID-829,24/05/2021,Nadir Belkacem,MALE,United Arab Emirates,Fujairah,51,130901,hyundai,SUV CRETA,Overhead Camshaft,Auto,Black,2021,48250
1870,HUN-MID-824,24/05/2021,Khadija El-Filali,FEMALE,Saudi Arabia,Mecca,42,484760,hyundai,SEDAN AZERA,Overhead Camshaft,Auto,Red,2021,64300
1871,HUN-MID-821,24/05/2021,Faisal Al-Dosari,MALE,Morocco,Agadir,44,319394,hyundai,SEDAN i20,Overhead Camshaft,Auto,Red,2021,25800
1872,HUN-MID-825,24/05/2021,Fatma Al-Suwaidi,FEMALE,Oman,Sohar,41,442254,hyundai,SEDAN SONATA,Overhead Camshaft,Auto,Red,2021,23250
